case_id,method,freeze_reason_d,freeze_reason_q,estimator_state_d,estimator_state_q,sample_index,time_s,gate_exc_d,gate_exc_q,gate_s2,gate_decision,alpha_update_d,alpha_update_q
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,638,0.0637,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,639,0.0638,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,640,0.0639,1,1,1,0,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,641,0.064,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,642,0.0641,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,643,0.0642,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,644,0.0643,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,645,0.0644,1,0,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,646,0.0645,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,647,0.0646,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,648,0.0647,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,649,0.0648,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,650,0.0649,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,651,0.065,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,652,0.0651,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,653,0.0652,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,654,0.0653,0,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,655,0.0654,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,656,0.0655,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,657,0.0656,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,658,0.0657,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,659,0.0658,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,u_hp_below_threshold,none,frozen_excitation,active,660,0.0659,0,1,1,0,0,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,661,0.066,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,662,0.0661,0,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,663,0.0662,0,0,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,664,0.0663,0,0,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,665,0.0664,0,0,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,666,0.0665,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,667,0.0666,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,668,0.0667,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,669,0.0668,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,670,0.0669,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,671,0.067,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,672,0.0671,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,673,0.0672,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,674,0.0673,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,675,0.0674,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,676,0.0675,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,677,0.0676,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,678,0.0677,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,679,0.0678,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,u_hp_below_threshold,none,frozen_excitation,active,680,0.0679,0,1,1,0,0,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,681,0.068,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,682,0.0681,0,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,683,0.0682,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,684,0.0683,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,685,0.0684,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,686,0.0685,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,687,0.0686,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,688,0.0687,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,689,0.0688,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,690,0.0689,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,691,0.069,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,692,0.0691,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,693,0.0692,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,694,0.0693,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,695,0.0694,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,696,0.0695,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,697,0.0696,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,698,0.0697,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,699,0.0698,1,0,1,1,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,700,0.0699,1,1,1,0,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,701,0.07,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,702,0.0701,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,703,0.0702,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,704,0.0703,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,705,0.0704,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,706,0.0705,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,707,0.0706,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,708,0.0707,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,709,0.0708,1,0,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,710,0.0709,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,711,0.071,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,712,0.0711,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,713,0.0712,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,714,0.0713,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,715,0.0714,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,716,0.0715,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,717,0.0716,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,718,0.0717,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,719,0.0718,1,0,1,0,0,0
C01_nominal_100rpm_10A,P,none,u_hp_below_threshold,active,frozen_excitation,720,0.0719,1,0,1,0,1,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,721,0.072,1,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,722,0.0721,1,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,723,0.0722,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,724,0.0723,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,725,0.0724,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,726,0.0725,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,727,0.0726,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,728,0.0727,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,729,0.0728,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,730,0.0729,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,731,0.073,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,732,0.0731,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,733,0.0732,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,734,0.0733,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,735,0.0734,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,736,0.0735,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,737,0.0736,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,738,0.0737,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,739,0.0738,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,740,0.0739,1,1,1,1,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,741,0.074,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,742,0.0741,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,743,0.0742,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,744,0.0743,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,745,0.0744,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,746,0.0745,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,747,0.0746,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,748,0.0747,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,749,0.0748,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,750,0.0749,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,751,0.075,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,752,0.0751,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,753,0.0752,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,754,0.0753,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,755,0.0754,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,756,0.0755,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,757,0.0756,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,758,0.0757,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,759,0.0758,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,760,0.0759,1,1,1,1,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,761,0.076,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,762,0.0761,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,763,0.0762,0,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,764,0.0763,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,765,0.0764,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,766,0.0765,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,767,0.0766,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,768,0.0767,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,769,0.0768,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,770,0.0769,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,771,0.077,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,772,0.0771,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,773,0.0772,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,774,0.0773,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,775,0.0774,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,776,0.0775,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,777,0.0776,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,778,0.0777,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,779,0.0778,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,780,0.0779,1,1,1,0,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,781,0.078,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,782,0.0781,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,783,0.0782,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,784,0.0783,1,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,785,0.0784,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,786,0.0785,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,787,0.0786,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,788,0.0787,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,789,0.0788,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,790,0.0789,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,791,0.079,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,792,0.0791,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,793,0.0792,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,794,0.0793,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,795,0.0794,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,796,0.0795,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,797,0.0796,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,798,0.0797,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,799,0.0798,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,800,0.0799,1,1,1,0,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,801,0.08,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,802,0.0801,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,803,0.0802,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,804,0.0803,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,805,0.0804,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,806,0.0805,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,807,0.0806,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,808,0.0807,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,809,0.0808,1,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,810,0.0809,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,811,0.081,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,812,0.0811,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,813,0.0812,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,814,0.0813,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,815,0.0814,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,816,0.0815,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,817,0.0816,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,818,0.0817,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,819,0.0818,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,820,0.0819,1,1,1,1,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,821,0.082,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,822,0.0821,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,823,0.0822,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,824,0.0823,0,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,825,0.0824,0,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,826,0.0825,0,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,827,0.0826,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,828,0.0827,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,829,0.0828,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,830,0.0829,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,831,0.083,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,832,0.0831,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,833,0.0832,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,834,0.0833,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,835,0.0834,0,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,836,0.0835,0,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,837,0.0836,0,0,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,838,0.0837,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,839,0.0838,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,840,0.0839,1,1,1,0,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,841,0.084,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,842,0.0841,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,843,0.0842,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,844,0.0843,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,845,0.0844,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,846,0.0845,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,847,0.0846,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,848,0.0847,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,849,0.0848,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,850,0.0849,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,851,0.085,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,852,0.0851,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,853,0.0852,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,854,0.0853,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,855,0.0854,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,856,0.0855,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,857,0.0856,0,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,858,0.0857,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,859,0.0858,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,860,0.0859,1,1,1,0,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,861,0.086,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,862,0.0861,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,863,0.0862,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,864,0.0863,1,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,865,0.0864,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,866,0.0865,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,867,0.0866,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,868,0.0867,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,869,0.0868,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,870,0.0869,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,871,0.087,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,872,0.0871,1,0,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,873,0.0872,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,874,0.0873,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,875,0.0874,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,876,0.0875,1,0,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,877,0.0876,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,878,0.0877,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,879,0.0878,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,none,none,active,active,880,0.0879,1,1,1,1,1,1
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,881,0.088,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,882,0.0881,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,883,0.0882,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,884,0.0883,0,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,885,0.0884,1,1,1,0,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,886,0.0885,1,1,1,1,0,0
C01_nominal_100rpm_10A,P,not_slow_tick,not_slow_tick,active,active,887,0.0886,1,1,1,0,0,0
